Cliente_ID,Idade,Renda_Mensal,Score_Credito,Produto,Valor_Operacao,Estado,Status,Data_Operacao,Canal,Tempo_Relacionamento_Meses
11562,62,3888.86,364,Previdência,1202.57,PR,Adimplente,2023-03-07,Telefone,53
11563,60,2397.31,568,Previdência,1936.24,SP,Adimplente,2022-05-24,Digital,79
11564,51,5968.89,815,Consignado,12268.08,BA,Adimplente,2023-08-03,Telefone,113
11565,26,5923.33,622,Consignado,12063.46,SP,Adimplente,2023-04-19,Correspondente Bancário,104
11566,43,3415.58,473,Previdência,582.04,SC,Adimplente,2023-10-28,Digital,14
11567,19,1000.0,684,Conta Corrente,565.44,RS,Adimplente,2022-03-04,Telefone,16
11568,26,5821.52,671,Empréstimo Pessoal,33157.79,PR,Adimplente,2022-05-20,Agência,29
11569,26,4626.39,850,Financiamento Veicular,61744.23,SP,Adimplente,2023-05-12,Telefone,80
11570,57,5672.14,769,Investimento,8498.08,SP,Adimplente,2023-06-17,Digital,13
11571,34,8914.35,696,Investimento,2208.16,SP,Adimplente,2023-02-05,Correspondente Bancário,8
11572,18,4946.34,786,Cartão de Crédito,1466.88,SP,Adimplente,2023-07-14,Correspondente Bancário,34
11573,42,3972.32,630,Previdência,1148.53,GO,Adimplente,2022-07-09,Digital,19
11574,60,2705.36,639,Investimento,24331.76,SP,Adimplente,2023-11-15,Agência,13
11575,57,4375.16,850,Previdência,1086.78,RJ,Adimplente,2022-04-20,Telefone,60
11576,59,5321.15,405,Seguro,541.96,SC,Adimplente,2023-08-01,Agência,50
11577,42,5106.61,795,Empréstimo Pessoal,33298.12,RS,Adimplente,2023-09-27,Digital,57
11578,56,8446.93,633,Empréstimo Pessoal,81363.96,GO,Adimplente,2023-04-15,Telefone,36
11579,52,5998.17,606,Empréstimo Pessoal,30528.51,CE,Adimplente,2022-08-04,Telefone,45
11580,20,4730.4,567,Seguro,1483.88,MG,Adimplente,2023-07-31,Agência,44
11581,67,3586.88,673,Previdência,917.51,PR,Adimplente,2022-11-07,Agência,119
11582,54,5533.35,643,Seguro,1064.78,SP,Adimplente,2023-11-06,Correspondente Bancário,24
11583,61,3185.98,588,Consignado,28552.25,SP,Adimplente,2023-08-22,Telefone,80
11584,61,5359.66,545,Seguro,1778.05,SP,Adimplente,2022-04-09,Digital,86
11585,68,5974.83,364,Cartão de Crédito,918.31,MG,Inadimplente,2022-08-31,Correspondente Bancário,14
11586,47,4567.1,541,Financiamento Veicular,64127.9,PR,Adimplente,2022-03-07,Correspondente Bancário,8
11587,55,3739.43,573,Consignado,25324.42,SP,Adimplente,2023-10-09,Digital,108
11588,51,1000.0,673,Empréstimo Pessoal,1968.95,PE,Adimplente,2022-05-17,Telefone,82
11589,29,7287.67,850,Investimento,22438.23,SP,Adimplente,2022-07-26,Correspondente Bancário,95
11590,36,5806.6,558,Financiamento Veicular,20591.19,RJ,Inadimplente,2023-11-16,Agência,13
11591,54,5855.23,496,Investimento,44771.26,SP,Adimplente,2023-02-22,Agência,73
11592,61,1877.3,543,Cartão de Crédito,512.01,RJ,Adimplente,2023-05-01,Correspondente Bancário,65
11593,66,7759.68,673,Conta Corrente,801.6,RJ,Adimplente,2023-10-03,Agência,49
11594,34,4069.57,738,Cartão de Crédito,1064.0,RS,Adimplente,2022-05-01,Agência,64
11595,27,4422.41,759,Investimento,2104.58,SP,Adimplente,2022-10-24,Telefone,119
11596,66,2861.43,774,Consignado,3848.68,RJ,Adimplente,2022-10-22,Telefone,10
11597,64,1426.11,795,Investimento,20561.76,SC,Adimplente,2023-12-16,Telefone,115
11598,29,7314.69,608,Cartão de Crédito,1606.84,RS,Inadimplente,2023-03-08,Telefone,34
11599,33,7573.19,850,Investimento,7825.14,RJ,Adimplente,2022-12-04,Digital,119
11600,41,4668.94,597,Empréstimo Pessoal,37810.25,SP,Adimplente,2023-09-17,Digital,90
11601,36,3641.23,666,Empréstimo Pessoal,34638.43,RJ,Adimplente,2023-09-20,Digital,119
11602,25,4245.91,844,Cartão de Crédito,1232.45,GO,Adimplente,2022-02-12,Correspondente Bancário,14
11603,48,4300.77,735,Empréstimo Pessoal,28319.16,MG,Adimplente,2022-11-07,Agência,101
11604,38,2600.28,314,Investimento,2291.34,SP,Adimplente,2022-07-20,Digital,69
11605,34,4415.49,651,Seguro,1328.74,PR,Adimplente,2023-01-22,Digital,90
11606,40,5306.2,779,Financiamento Veicular,50720.42,RJ,Adimplente,2022-05-01,Correspondente Bancário,115
11607,54,7036.31,448,Conta Corrente,436.52,RJ,Inadimplente,2022-08-26,Telefone,12
11608,33,5028.49,763,Empréstimo Pessoal,49838.3,SP,Adimplente,2022-09-13,Digital,105
11609,23,1847.3,709,Empréstimo Pessoal,8662.87,SP,Adimplente,2022-11-18,Agência,45
11610,25,5707.1,828,Investimento,30700.07,CE,Adimplente,2022-05-06,Agência,85
11611,42,4488.14,546,Cartão de Crédito,918.93,SP,Adimplente,2023-01-01,Agência,115
11612,35,7740.82,799,Investimento,47129.92,MG,Adimplente,2022-10-27,Telefone,112
11613,42,7858.92,674,Investimento,16624.09,MG,Adimplente,2022-04-17,Telefone,7
11614,29,7928.91,850,Conta Corrente,279.78,GO,Adimplente,2022-05-21,Correspondente Bancário,108
11615,32,3876.82,850,Investimento,7014.65,SP,Adimplente,2022-05-26,Agência,5
11616,43,8979.71,850,Investimento,47699.2,PR,Adimplente,2022-02-04,Correspondente Bancário,35
11617,58,5701.89,722,Consignado,70920.0,RS,Adimplente,2022-10-13,Telefone,110
11618,62,8252.76,850,Seguro,1076.99,MG,Adimplente,2022-07-30,Correspondente Bancário,49
11619,43,3994.76,741,Financiamento Veicular,57926.16,PR,Adimplente,2022-12-23,Digital,120
11620,64,4402.81,514,Empréstimo Pessoal,40701.94,GO,Adimplente,2023-08-29,Telefone,28
11621,49,5548.05,644,Empréstimo Pessoal,48166.11,RJ,Adimplente,2022-02-28,Correspondente Bancário,104
11622,27,5303.76,764,Cartão de Crédito,1436.75,MG,Adimplente,2023-04-20,Telefone,55
11623,33,7509.62,774,Consignado,53175.03,SP,Adimplente,2022-09-01,Correspondente Bancário,17
11624,24,4535.74,481,Empréstimo Pessoal,4794.19,SP,Adimplente,2023-07-10,Telefone,38
11625,34,7329.23,486,Conta Corrente,615.55,RS,Adimplente,2023-11-07,Digital,33
11626,40,6464.47,599,Empréstimo Pessoal,54206.95,SP,Adimplente,2023-03-31,Telefone,60
11627,43,4573.22,730,Empréstimo Pessoal,2655.26,RJ,Adimplente,2023-10-16,Correspondente Bancário,109
11628,38,6309.35,749,Investimento,14545.84,RJ,Adimplente,2022-11-18,Digital,9
11629,39,4053.47,671,Previdência,889.31,SP,Adimplente,2022-08-21,Telefone,81
11630,24,9700.41,525,Financiamento Veicular,30123.71,SP,Adimplente,2022-07-08,Digital,88
11631,31,1000.0,850,Previdência,1330.11,RS,Adimplente,2022-09-23,Digital,33
11632,32,6345.89,489,Empréstimo Pessoal,34755.35,PR,Inadimplente,2022-08-29,Telefone,45
11633,24,1470.81,845,Cartão de Crédito,493.35,SP,Adimplente,2022-07-28,Correspondente Bancário,42
11634,26,4548.69,761,Conta Corrente,71.39,SC,Adimplente,2022-10-17,Correspondente Bancário,19
11635,68,4828.78,842,Empréstimo Pessoal,16840.75,RJ,Adimplente,2023-10-30,Telefone,48
11636,65,8015.27,583,Previdência,1432.87,PE,Adimplente,2022-02-15,Telefone,38
11637,25,3615.7,629,Financiamento Veicular,21905.09,GO,Adimplente,2022-11-17,Digital,66
11638,67,7616.02,658,Conta Corrente,830.73,PE,Adimplente,2022-06-03,Correspondente Bancário,49
11639,40,2642.37,579,Cartão de Crédito,665.5,PE,Adimplente,2023-10-08,Agência,71
11640,46,7693.34,684,Seguro,1771.39,MG,Adimplente,2022-02-22,Digital,78
11641,35,4051.31,850,Previdência,975.41,PR,Adimplente,2023-08-13,Correspondente Bancário,38
11642,48,5146.87,455,Investimento,12313.64,RJ,Adimplente,2022-04-29,Telefone,89
11643,47,4327.24,551,Investimento,18732.18,MG,Adimplente,2023-06-02,Correspondente Bancário,10
11644,69,7564.73,535,Conta Corrente,448.97,PR,Adimplente,2023-08-07,Agência,106
11645,56,7175.48,636,Financiamento Veicular,65469.14,PE,Adimplente,2023-08-22,Agência,86
11646,52,5887.0,630,Financiamento Veicular,37202.17,RS,Adimplente,2023-02-23,Telefone,54
11647,35,2696.26,766,Financiamento Veicular,73491.71,RS,Adimplente,2022-01-16,Agência,22
11648,59,3569.96,655,Cartão de Crédito,924.16,RJ,Adimplente,2022-02-04,Correspondente Bancário,107
11649,56,2942.85,695,Seguro,1984.9,SP,Adimplente,2023-06-27,Agência,118
11650,34,1000.0,710,Seguro,691.18,GO,Adimplente,2022-09-05,Telefone,92
11651,31,7522.64,687,Consignado,67150.63,SP,Adimplente,2022-02-16,Telefone,10
11652,48,4344.35,755,Conta Corrente,630.83,PE,Adimplente,2023-03-23,Correspondente Bancário,38
11653,41,4323.01,632,Previdência,1585.56,PR,Adimplente,2023-06-06,Agência,11
11654,52,7992.2,850,Financiamento Veicular,58803.96,GO,Adimplente,2022-11-25,Telefone,57
11655,61,4048.02,850,Financiamento Veicular,76409.93,MG,Adimplente,2022-11-01,Telefone,64
11656,62,3319.06,756,Conta Corrente,285.26,SP,Adimplente,2022-07-02,Correspondente Bancário,19
11657,51,4550.51,684,Empréstimo Pessoal,20161.12,SC,Adimplente,2023-09-23,Agência,41
11658,20,2734.66,744,Cartão de Crédito,537.98,RJ,Adimplente,2023-03-26,Agência,29
11659,54,5688.71,485,Financiamento Veicular,79272.36,SP,Adimplente,2022-08-26,Telefone,86
11660,60,4252.68,677,Consignado,35670.42,SP,Adimplente,2022-06-22,Agência,4
11661,57,3985.46,540,Empréstimo Pessoal,1258.97,CE,Adimplente,2022-01-27,Agência,48
11662,43,3812.19,726,Investimento,36872.38,SP,Adimplente,2023-04-10,Correspondente Bancário,38
11663,40,4787.56,541,Cartão de Crédito,916.08,PR,Adimplente,2022-09-27,Digital,12
11664,61,5166.96,598,Financiamento Veicular,77948.57,CE,Adimplente,2022-08-16,Digital,94
11665,56,3960.05,369,Cartão de Crédito,689.97,RJ,Adimplente,2023-06-10,Telefone,87
11666,32,4282.47,474,Cartão de Crédito,1200.2,PR,Inadimplente,2022-04-13,Telefone,120
11667,66,4836.95,703,Conta Corrente,949.18,SP,Adimplente,2022-09-09,Digital,18
11668,21,4635.16,520,Seguro,1510.02,GO,Adimplente,2022-06-05,Agência,63
11669,46,5062.15,810,Financiamento Veicular,23566.48,BA,Adimplente,2022-04-01,Telefone,67
11670,39,3646.66,507,Investimento,25043.87,SP,Adimplente,2023-12-29,Digital,23
11671,42,7009.19,718,Empréstimo Pessoal,43379.44,RJ,Adimplente,2022-08-29,Telefone,82
11672,30,5193.66,536,Conta Corrente,877.89,MG,Adimplente,2022-10-27,Agência,86
11673,35,3992.31,708,Previdência,1396.76,MG,Adimplente,2022-10-30,Correspondente Bancário,13
11674,50,5688.77,420,Investimento,21560.11,SP,Adimplente,2022-09-11,Telefone,85
11675,33,4851.26,582,Seguro,1934.47,SP,Adimplente,2022-12-22,Correspondente Bancário,90
11676,62,1532.35,523,Seguro,1760.18,PR,Adimplente,2023-09-08,Correspondente Bancário,53
11677,59,5681.91,782,Investimento,25866.88,SP,Adimplente,2023-02-23,Telefone,8
11678,61,2960.99,719,Conta Corrente,411.23,SP,Adimplente,2023-03-12,Telefone,52
11679,19,6868.86,465,Consignado,50537.49,GO,Adimplente,2023-10-14,Telefone,105
11680,52,4516.5,620,Empréstimo Pessoal,10774.16,SP,Adimplente,2023-07-03,Correspondente Bancário,27
11681,59,6560.14,534,Cartão de Crédito,689.69,PE,Adimplente,2022-01-22,Telefone,103
11682,51,3739.56,793,Seguro,1868.34,SP,Adimplente,2023-07-21,Telefone,9
11683,47,5139.86,841,Empréstimo Pessoal,27987.06,MG,Adimplente,2023-07-03,Telefone,51
11684,30,7420.49,434,Investimento,45622.04,SP,Adimplente,2022-08-09,Agência,71
11685,30,4461.97,774,Investimento,42428.62,PE,Adimplente,2023-06-24,Digital,14
11686,35,3818.37,527,Seguro,735.42,BA,Adimplente,2022-08-24,Digital,81
11687,49,6310.08,612,Investimento,40836.8,SP,Adimplente,2023-02-15,Digital,17
11688,49,6271.32,655,Consignado,7876.95,GO,Adimplente,2023-03-02,Digital,3
11689,52,3902.5,850,Empréstimo Pessoal,4633.54,BA,Adimplente,2023-02-05,Agência,25
11690,56,1029.08,499,Consignado,8396.45,BA,Inadimplente,2022-10-08,Correspondente Bancário,59
11691,63,3779.95,775,Investimento,19452.46,SP,Adimplente,2022-08-16,Correspondente Bancário,53
11692,69,6354.72,474,Consignado,37069.05,MG,Adimplente,2023-02-08,Agência,48
11693,46,3449.93,464,Cartão de Crédito,712.57,MG,Adimplente,2023-01-14,Digital,62
11694,66,4978.12,654,Cartão de Crédito,642.83,RS,Adimplente,2022-03-27,Telefone,13
11695,46,3685.03,653,Financiamento Veicular,53571.62,SP,Adimplente,2023-02-17,Correspondente Bancário,79
11696,61,1135.67,300,Previdência,588.4,MG,Adimplente,2023-02-26,Agência,40
11697,33,3649.04,824,Conta Corrente,321.44,SC,Adimplente,2023-02-21,Digital,112
11698,61,6346.26,329,Empréstimo Pessoal,48161.66,SP,Adimplente,2023-07-13,Agência,64
11699,64,1000.0,628,Conta Corrente,321.84,CE,Adimplente,2023-06-11,Agência,72
11700,27,5504.33,849,Cartão de Crédito,1305.05,PE,Adimplente,2022-01-14,Correspondente Bancário,21
11701,47,2627.86,850,Cartão de Crédito,750.8,SP,Adimplente,2023-03-11,Correspondente Bancário,64
11702,42,6216.88,596,Financiamento Veicular,24091.25,RS,Adimplente,2023-03-05,Correspondente Bancário,52
11703,56,6428.64,435,Empréstimo Pessoal,64017.05,SP,Adimplente,2023-11-24,Correspondente Bancário,35
11704,37,4656.1,844,Conta Corrente,563.81,RS,Adimplente,2022-10-25,Telefone,67
11705,22,4660.66,780,Investimento,26449.61,SC,Adimplente,2023-04-19,Telefone,27
11706,18,3387.27,577,Conta Corrente,164.24,PE,Adimplente,2023-05-01,Agência,2
11707,47,2308.83,558,Conta Corrente,470.49,RJ,Adimplente,2022-01-06,Agência,40
11708,66,8396.19,542,Investimento,27348.84,SP,Adimplente,2022-03-04,Digital,80
11709,20,3269.86,598,Previdência,1025.68,RS,Adimplente,2022-08-20,Digital,45
11710,62,8135.59,697,Empréstimo Pessoal,23836.15,PE,Adimplente,2023-03-13,Telefone,75
11711,31,3281.0,565,Consignado,46047.66,RJ,Adimplente,2023-10-19,Correspondente Bancário,85
11712,47,6050.38,584,Investimento,6045.84,SP,Adimplente,2022-07-02,Agência,34
11713,67,2724.39,746,Cartão de Crédito,604.77,SP,Adimplente,2023-08-30,Correspondente Bancário,78
11714,21,6046.79,428,Consignado,19775.2,CE,Inadimplente,2022-08-26,Correspondente Bancário,28
11715,35,4348.83,594,Cartão de Crédito,615.33,PE,Adimplente,2022-01-01,Agência,42
11716,54,4374.97,399,Cartão de Crédito,611.29,GO,Adimplente,2023-03-12,Digital,86
11717,42,6220.05,666,Previdência,861.16,RJ,Adimplente,2023-01-30,Digital,91
11718,65,4061.72,359,Previdência,1296.03,RJ,Adimplente,2022-08-08,Telefone,22
11719,18,2143.7,784,Consignado,18462.24,PR,Adimplente,2022-09-14,Correspondente Bancário,88
11720,63,6522.61,453,Cartão de Crédito,1449.96,RS,Adimplente,2023-01-10,Correspondente Bancário,110
11721,32,2708.2,384,Previdência,1592.74,BA,Inadimplente,2023-07-28,Telefone,113
11722,26,6033.03,595,Investimento,46726.43,RJ,Adimplente,2022-07-20,Agência,57
11723,32,6945.99,850,Conta Corrente,586.19,MG,Adimplente,2023-01-13,Digital,118
11724,66,4249.01,757,Consignado,39066.1,MG,Adimplente,2022-10-09,Digital,83
11725,41,7364.71,362,Previdência,911.26,RJ,Inadimplente,2023-08-09,Telefone,106
11726,21,5963.57,449,Empréstimo Pessoal,59473.35,GO,Adimplente,2023-05-18,Correspondente Bancário,23
11727,29,3608.28,591,Previdência,557.29,BA,Inadimplente,2024-01-01,Digital,20
11728,54,7802.86,850,Financiamento Veicular,20383.6,GO,Adimplente,2022-05-03,Agência,8
11729,54,2716.66,509,Previdência,971.35,RS,Adimplente,2022-10-12,Digital,110
11730,60,4246.6,510,Investimento,17300.58,PR,Adimplente,2022-11-21,Digital,115
11731,23,4587.37,850,Financiamento Veicular,48562.13,GO,Adimplente,2023-02-17,Telefone,54
11732,56,6210.45,679,Empréstimo Pessoal,45542.54,SP,Adimplente,2023-03-31,Agência,6
11733,63,7230.87,808,Consignado,19587.68,RS,Adimplente,2022-01-04,Correspondente Bancário,40
11734,41,7105.58,541,Consignado,37051.83,RS,Adimplente,2023-12-15,Digital,12
11735,28,5447.5,635,Previdência,773.75,SP,Adimplente,2022-11-22,Digital,76
11736,30,4439.46,847,Empréstimo Pessoal,10439.45,BA,Adimplente,2022-03-25,Digital,113
11737,51,1348.03,628,Investimento,37623.01,SP,Adimplente,2022-11-14,Agência,7
11738,42,2371.71,818,Seguro,918.45,PR,Adimplente,2023-02-28,Agência,29
11739,24,8533.31,708,Investimento,9678.49,SP,Adimplente,2023-12-16,Agência,57
11740,69,1327.86,494,Consignado,11947.68,SP,Adimplente,2023-10-20,Telefone,67
11741,21,3431.02,648,Previdência,555.1,SC,Adimplente,2023-01-30,Agência,20
11742,25,7289.21,797,Investimento,17999.16,CE,Adimplente,2022-10-23,Correspondente Bancário,27
11743,37,5419.43,750,Conta Corrente,90.76,PR,Adimplente,2022-09-22,Telefone,28
11744,46,6856.09,644,Previdência,1275.54,SP,Adimplente,2023-05-02,Digital,18
11745,68,6085.66,366,Previdência,1345.65,RS,Adimplente,2022-02-04,Telefone,42
11746,62,7939.17,381,Cartão de Crédito,798.73,RS,Adimplente,2022-12-11,Digital,83
11747,63,5590.85,413,Cartão de Crédito,860.56,SP,Adimplente,2022-07-10,Telefone,97
11748,27,6326.9,573,Empréstimo Pessoal,37961.28,RJ,Adimplente,2023-02-13,Correspondente Bancário,61
11749,60,3551.51,593,Investimento,30446.15,SP,Adimplente,2023-02-15,Telefone,39
11750,51,6172.67,429,Empréstimo Pessoal,47344.95,CE,Adimplente,2023-06-04,Agência,14
11751,43,4207.75,803,Seguro,1930.97,RJ,Adimplente,2022-01-30,Telefone,21
11752,58,4093.79,460,Financiamento Veicular,76847.1,PE,Adimplente,2022-05-23,Agência,17
11753,66,6789.45,444,Conta Corrente,970.33,BA,Adimplente,2022-05-25,Digital,103
11754,20,6803.25,663,Conta Corrente,460.59,MG,Adimplente,2022-07-25,Agência,114
11755,23,8376.88,796,Financiamento Veicular,26998.59,SP,Adimplente,2023-03-24,Digital,12
11756,22,8246.53,850,Investimento,1242.29,SP,Adimplente,2022-04-13,Telefone,61
11757,22,6834.63,737,Seguro,1502.66,PR,Adimplente,2023-12-25,Correspondente Bancário,32
11758,64,1559.11,850,Cartão de Crédito,475.38,RJ,Adimplente,2022-12-01,Telefone,115
11759,40,8655.36,468,Consignado,77903.89,SC,Adimplente,2022-12-22,Correspondente Bancário,63
11760,66,6835.94,850,Empréstimo Pessoal,52721.47,SP,Adimplente,2022-12-15,Agência,65
11761,26,3468.28,371,Empréstimo Pessoal,31805.82,RS,Adimplente,2022-05-22,Correspondente Bancário,64
11762,52,6457.82,574,Investimento,22334.63,SP,Adimplente,2023-11-01,Telefone,24
11763,37,2925.47,734,Seguro,1080.22,SP,Adimplente,2022-02-05,Telefone,34
11764,66,6237.26,409,Seguro,1523.51,SP,Adimplente,2023-04-22,Correspondente Bancário,104
11765,59,2367.46,511,Cartão de Crédito,637.89,RJ,Adimplente,2022-01-13,Digital,21
11766,52,3383.56,487,Conta Corrente,686.3,SP,Inadimplente,2023-11-01,Correspondente Bancário,86
11767,67,6419.86,603,Seguro,954.43,RJ,Adimplente,2023-10-12,Digital,15
11768,35,7145.77,850,Previdência,1568.04,MG,Adimplente,2023-01-09,Correspondente Bancário,15
11769,34,5650.87,653,Financiamento Veicular,71570.43,CE,Adimplente,2022-01-08,Correspondente Bancário,44
11770,41,4427.66,581,Consignado,29448.18,SP,Adimplente,2022-02-10,Correspondente Bancário,16
11771,20,1000.0,300,Previdência,1833.75,MG,Adimplente,2022-09-16,Digital,55
11772,49,4581.96,720,Conta Corrente,542.75,PR,Adimplente,2023-01-01,Digital,54
11773,52,6066.97,769,Empréstimo Pessoal,38948.9,MG,Adimplente,2023-01-01,Telefone,94
11774,55,4366.47,395,Empréstimo Pessoal,11607.58,MG,Inadimplente,2022-04-07,Correspondente Bancário,17
11775,30,4954.84,640,Financiamento Veicular,73026.58,RS,Adimplente,2023-04-15,Correspondente Bancário,89
11776,64,4628.77,679,Investimento,2991.41,PE,Adimplente,2022-02-09,Correspondente Bancário,19
11777,42,4356.59,795,Cartão de Crédito,772.57,RJ,Adimplente,2022-11-06,Digital,55
11778,26,5151.75,541,Seguro,1582.39,SP,Adimplente,2022-03-23,Telefone,108
11779,21,4454.61,519,Seguro,1356.34,CE,Adimplente,2023-09-23,Agência,66
11780,31,7886.58,582,Investimento,19337.58,PR,Adimplente,2023-03-24,Digital,36
11781,54,1000.0,843,Financiamento Veicular,54300.47,SP,Adimplente,2023-11-26,Digital,37
11782,51,3908.31,807,Consignado,2078.67,SP,Adimplente,2022-05-13,Agência,36
11783,28,3259.49,647,Consignado,5652.63,MG,Adimplente,2023-12-28,Telefone,42
11784,58,5438.22,803,Investimento,36680.03,SP,Adimplente,2023-04-17,Telefone,76
11785,20,5154.29,300,Seguro,1312.19,RS,Adimplente,2023-07-26,Telefone,2
11786,45,8244.39,769,Conta Corrente,822.63,RJ,Adimplente,2023-05-26,Telefone,27
11787,46,8902.28,482,Financiamento Veicular,41190.98,PR,Adimplente,2023-08-09,Telefone,11
11788,26,3453.83,850,Previdência,624.64,RS,Adimplente,2023-06-27,Telefone,48
11789,20,5001.0,490,Consignado,34417.71,SP,Adimplente,2022-06-09,Telefone,80
11790,42,5392.61,522,Financiamento Veicular,42000.54,RS,Adimplente,2022-10-18,Correspondente Bancário,72
11791,51,3404.37,734,Previdência,1881.76,CE,Adimplente,2023-09-14,Correspondente Bancário,109
11792,29,6256.76,749,Cartão de Crédito,790.97,SP,Adimplente,2022-10-24,Agência,23
11793,59,4520.99,583,Financiamento Veicular,50754.57,BA,Adimplente,2022-08-11,Correspondente Bancário,54
11794,26,2864.73,706,Consignado,27453.27,RJ,Adimplente,2023-12-05,Telefone,82
11795,32,4440.86,724,Conta Corrente,225.1,MG,Adimplente,2023-04-21,Correspondente Bancário,37
11796,57,3004.65,709,Previdência,1100.08,SP,Adimplente,2022-12-09,Agência,98
11797,42,7073.29,589,Previdência,1075.03,PR,Adimplente,2023-03-05,Digital,53
11798,22,8803.12,726,Investimento,7790.03,RS,Adimplente,2022-03-24,Agência,77
11799,28,5489.64,850,Seguro,1414.72,PE,Adimplente,2023-10-03,Telefone,61
11800,51,5222.55,466,Cartão de Crédito,1292.57,PE,Adimplente,2023-11-01,Digital,50
11801,41,5304.87,524,Investimento,23430.68,SC,Adimplente,2022-09-03,Agência,23
11802,32,7364.47,654,Previdência,984.09,PE,Adimplente,2022-02-01,Agência,27
11803,55,7321.4,492,Previdência,1984.57,MG,Adimplente,2023-04-18,Correspondente Bancário,65
11804,25,4768.69,379,Cartão de Crédito,1311.57,SC,Adimplente,2022-09-08,Telefone,60
11805,22,5505.18,814,Cartão de Crédito,1285.39,SP,Adimplente,2023-06-17,Digital,61
11806,65,6305.29,316,Seguro,1936.36,SP,Adimplente,2023-07-05,Correspondente Bancário,16
11807,43,2724.63,590,Empréstimo Pessoal,8689.18,RJ,Adimplente,2022-02-10,Digital,47
11808,35,7425.22,764,Seguro,1142.88,PR,Adimplente,2022-05-30,Correspondente Bancário,109
11809,23,8469.66,690,Consignado,92003.73,BA,Adimplente,2023-11-04,Digital,44
11810,54,7330.06,592,Financiamento Veicular,28655.52,GO,Adimplente,2023-10-20,Correspondente Bancário,89
11811,65,2508.81,485,Cartão de Crédito,690.11,MG,Adimplente,2022-12-17,Correspondente Bancário,38
11812,30,1060.0,702,Previdência,1549.34,RJ,Adimplente,2023-09-01,Correspondente Bancário,5
11813,45,6417.44,502,Financiamento Veicular,16686.13,SP,Adimplente,2023-08-01,Telefone,47
11814,22,3479.62,690,Consignado,30059.94,SP,Adimplente,2024-01-01,Agência,57
11815,30,5574.27,671,Consignado,13105.11,SP,Adimplente,2023-01-29,Agência,33
11816,34,8070.3,673,Investimento,29578.29,SP,Adimplente,2022-01-13,Agência,34
11817,67,3686.09,554,Conta Corrente,476.97,PR,Adimplente,2022-12-19,Correspondente Bancário,83
11818,57,4244.89,850,Financiamento Veicular,49016.93,RS,Adimplente,2023-05-12,Telefone,83
11819,62,5553.45,704,Financiamento Veicular,26400.18,GO,Adimplente,2022-01-15,Correspondente Bancário,86
11820,49,2404.98,608,Cartão de Crédito,545.72,RJ,Adimplente,2023-09-16,Telefone,100
11821,46,3484.29,690,Cartão de Crédito,771.98,PR,Adimplente,2023-10-16,Telefone,117
11822,68,5049.72,534,Empréstimo Pessoal,37696.09,SC,Adimplente,2022-02-03,Agência,52
11823,20,4399.09,592,Cartão de Crédito,722.53,PE,Adimplente,2023-07-05,Digital,112
11824,57,6216.82,850,Cartão de Crédito,1109.67,CE,Adimplente,2022-09-08,Digital,33
11825,51,10531.96,535,Financiamento Veicular,29842.1,PR,Adimplente,2022-07-01,Agência,6
11826,57,5198.28,638,Consignado,58200.3,MG,Adimplente,2022-03-07,Digital,116
11827,44,3316.58,582,Financiamento Veicular,28502.58,MG,Adimplente,2023-08-19,Digital,62
11828,30,7836.48,494,Previdência,978.29,SP,Adimplente,2022-07-21,Digital,62
11829,62,1822.36,713,Cartão de Crédito,509.22,RJ,Adimplente,2022-08-09,Correspondente Bancário,77
11830,50,2222.18,655,Previdência,1372.57,SP,Adimplente,2022-04-25,Digital,93
11831,23,3809.79,787,Previdência,1383.41,BA,Adimplente,2023-04-13,Agência,1
11832,41,4434.23,772,Consignado,33272.24,BA,Adimplente,2023-06-04,Telefone,62
11833,36,3761.85,785,Consignado,15644.02,PE,Adimplente,2022-12-16,Telefone,36
11834,33,4936.98,512,Consignado,72391.1,RS,Adimplente,2023-05-15,Digital,1
11835,57,5549.48,746,Conta Corrente,495.79,GO,Adimplente,2023-03-19,Correspondente Bancário,87
11836,45,7137.92,750,Consignado,37321.32,SP,Adimplente,2022-07-07,Correspondente Bancário,25
11837,50,5182.38,497,Cartão de Crédito,824.01,BA,Adimplente,2023-06-28,Agência,61
11838,65,3876.11,602,Cartão de Crédito,878.48,PR,Adimplente,2022-06-10,Agência,25
11839,58,7029.29,432,Seguro,1415.18,BA,Inadimplente,2023-06-13,Agência,61
11840,30,3364.57,750,Seguro,843.09,BA,Adimplente,2022-11-07,Telefone,48
11841,60,1734.79,750,Financiamento Veicular,68900.03,SP,Adimplente,2022-11-12,Telefone,55
11842,62,7411.91,850,Seguro,1643.33,BA,Adimplente,2023-02-23,Digital,46
11843,42,7283.71,616,Financiamento Veicular,16266.18,CE,Adimplente,2022-08-02,Telefone,85
11844,59,3415.4,718,Consignado,2189.42,SP,Adimplente,2023-01-27,Telefone,42
11845,53,4201.8,798,Investimento,42963.77,BA,Adimplente,2022-09-06,Correspondente Bancário,21
11846,44,3166.14,537,Conta Corrente,952.05,PR,Adimplente,2023-11-07,Correspondente Bancário,50
11847,55,5653.25,514,Previdência,588.98,SP,Inadimplente,2022-12-17,Correspondente Bancário,36
11848,24,8464.1,542,Conta Corrente,111.03,RJ,Adimplente,2022-03-17,Telefone,42
11849,22,6405.76,598,Seguro,1384.71,SC,Adimplente,2023-07-30,Agência,12
